"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148"
"Blautia_hansenii",0,0,0,9.19e-05,0,0.0017311,0,0.000764,7.18e-05,0.0067143,5.4e-06,0.0002971,0,0,0,0,0,0,0,5.49e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9e-06,0,0,0.0006215,0,0,0,0,0,0,0.0016083,0,0,5.59e-05,0,0,0,0,0,0,0,0,3.24e-05,0,0,0,0,0,0.0003664,0,5.31e-05,0,0,0,0,0,0.0001524,0,0,0,0,0,0,0,3.82e-05,0.0001297,0.0098958,0,0,0,0,0,0.0001498,0,0,0,0,0.0011618,0.0037476,0,0,0,0,5.75e-05,0,0,0,0,0,0,0,0,0,0,0,2.43e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8e-06,0,0,8.16e-05,5.71e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_hydrogenotrophica",0.0141988,0.0045745,0.0271556,0,0,0,0,0,0,0,0.000928,0,0.0020602,0.008833,7.87e-05,0.0022662,0,0,0,0.0022324,0,0,0,0.0007693,0,0.0012314,0,0.0024739,0,0,0.0006391,0,6.39e-05,0.0001025,0,0,0.0018441,0,0,0.0004471,0,0,0,0,0,0,3.48e-05,0,0,0,0,0,0,0,0,0.0003801,0,0.0041176,0.0033449,0.0065952,0,0,0,0,0.0008973,0,0,0.0009608,0,0,0.0097308,0,0.0030705,0,0,0,0,0,0.0104229,0,0.0002944,0,0,0.0327461,0,0,0,0,0,0,0,0.0016137,0.0001899,0.0199453,0,0,0,0.0077249,0,0,0,0,0.0001528,0,0.0001149,0,0,0,0,0,0.0001102,0,0,0,0.0001856,0,1.29e-05,0,0.001422,0.0001947,0,0,0,0,0.0012956,0.0001571,0.0127073,1.01e-05,0,0,0,0,0,9.03e-05,0,0,0.0035818,0,0,0,0,0,0,0,0,0.0009565,0,0,0,0,0,0,0,0.0004016,0.0007456
"Blautia_producta",0.0020042,0.0001791,0.0004974,0.0001329,0.0012766,0.0028402,0,0.0007089,0.0009369,0,0,0.0001323,3.57e-05,0.0011373,2.73e-05,0,0,0.0017917,0.0014448,0.0001675,0.0005142,0,0,0,0,8.6e-05,0.0001118,0,0,0,0,0,0,0,0,0,2.31e-05,0,0,0,0.000202,0,0.0016327,0.0097472,0.0009818,0.0015679,0,0,0,0,0.0001354,0,0.0054436,0,0,4.8e-05,0,1.8e-06,3.56e-05,0,0,5.55e-05,0.0002423,0.000128,0.0001713,0,0,0,0,0.0005827,0.0001985,0.0351559,0,7.43e-05,0,0,3.97e-05,0.0009743,0.0008335,0,0,0.005787,2.88e-05,0.0008225,0.0008054,0,0.0140945,0.0060596,0.0012835,0.0787271,0.0001546,0,0,0.0062746,0.0006061,0,0.001022,3.09e-05,0,0.0020835,0.0008935,0,0,0.0005179,3.48e-05,0.0005086,0.0001442,0,0.000172,0.0001735,0,0,0,0,7.22e-05,0,0,0.003331,4.38e-05,0,0,0,5.83e-05,0.0006363,1.24e-05,0.0012441,0.0005133,0.0025973,0,0.0081268,0,0.0002723,0,6.88e-05,0,0.0023691,0.0010175,0,0.0008103,0,6.12e-05,0,0,0,0,0,0.00047,0,0,0.0003806,0,0.0142808,0,0,0
"Ruminococcus_gnavus",0.0111296,0.0008014,0.0006273,0.0080567,0.0008606,0.0343265,0.560321,0.0486179,0.0120262,0.0546121,0.0042073,0.0019268,0.0004791,0.0015521,0.0007415,0.0001694,0.0001437,0.0050978,0.0033112,0.0148443,0.0015844,0.0013954,0.0016925,0.002214,0.0011948,0.0001162,0.0105942,0.0202201,0.0002003,0.0251492,0.0002457,0.171619,7.35e-05,0.0002639,0.0004109,0.0113425,0.0001401,0.0010826,5.77e-05,0,0.154099,0,0.0270068,0.337331,0.0054477,0.0076232,0,4.54e-05,0.244694,0.0384324,0.0009015,0.0058954,0.418136,0.0059986,0.104825,0.0024913,0.0003725,0.0136836,0.0050071,0.000218,4.14e-05,0.0128227,0.0872806,0.130808,0.0120201,0.0013975,0.0001458,0,0.00224,0.0188491,0.0024424,0.657193,0.0024761,0.0063384,0.0071122,0,0.075678,0.0029237,0.0410639,0.0057184,0,0.118964,0,0.0005596,0.0335148,0.0572795,0.17685,0.0001436,0.0806542,0.0005211,0.0010326,0.0001813,0.0018845,0.103298,0.0002199,0.0068143,0.11925,8.73e-05,8.91e-05,0.007795,0.201146,0,0,0.0012262,7.19e-05,0.0003176,0.0002288,6.43e-05,0.0314629,0.0407886,9.14e-05,0.107747,0.0001703,0.000135,0.0035981,0.0002097,0.0002108,0.0607227,0.0005092,0.0001559,0.0001733,1.73e-05,0.0058419,0.014299,0.0030588,0.0654765,0.000105,0.0036768,5.17e-05,0.212568,0.156061,0.512919,0.0685095,0.0065822,6.56e-05,0.0662227,0.0837655,4.09e-05,0.0124807,0.0549963,0.0117805,0.0018345,0.0114991,0.0008237,0,0.0017977,0.004525,0,0,0.057081,4.75e-05,0.0222734,0.0006751,0.0023964,0.0284866
"Ruminococcus_obeum",0.0007975,0.0135182,0.0097984,0.0014676,0.0025278,3.65e-05,1.05e-05,0.0005747,0.0001338,0.0012487,0.0423756,0.0125657,0.0202057,0.0389853,0.009594,0.010519,0.0126257,0.0001246,0.0089796,0.0118191,0.0021878,5.88e-05,0.0136644,0.0206537,0.0108105,0.0051817,0.0014734,0.0183177,0.0550706,0.002248,0.0157693,0,0.0189143,0.0046355,0.0141558,0.0072803,0.0232841,0.0152439,0.0267496,0.0162137,0.0201623,0.0080291,0.0020081,9.2e-06,4.62e-05,0.0279245,0.0067609,0,0,0,0.0120883,0.0002535,2.46e-05,0.0092881,0.0009259,0.0033926,0,0.0021269,0.0071575,0.0226898,0,0.0004367,0,0.0001402,0.0108651,0.0179812,0.0207384,0.0140634,0.0001136,0.0071864,0.002612,2.4e-05,0.0012602,0.0222947,0.0016229,0,0.0006749,4.52e-05,0.0012837,0,0.0154336,2.5e-06,0.0088874,0.0002546,0.0001082,0,8.84e-05,0.0002494,0.0142701,0.0001643,0.0084726,0.0209922,0.0235745,0.0099199,0.0269259,0.0116011,6.3e-05,0.0394147,0,2.16e-05,0.0001268,0.003092,0.0091096,0.0100788,0.0013023,0.0001759,0.0203683,3.95e-05,5.3e-05,0.0004653,0.0126015,0,0.0024842,0.0078397,0.019436,0.002425,0.0008931,0.0003255,0.0012179,0.0036711,0.0064455,0.0107124,0.0091329,0.0007175,0.0021045,3.92e-05,0.050424,0.0001691,1.18e-05,5.81e-05,2.13e-05,2.2e-05,0.0006248,0.0010335,5.99e-05,0.0004641,0.0178781,1.8e-05,0.0023995,0.0004265,1.77e-05,0.002902,0.0020911,0.0115425,0.0352221,0.0202136,0.0011813,0.0087747,0.013978,0.0017654,0.0022174,1.62e-05,0.0081399,0.0149757,0.0061116
"Ruminococcus_torques",0.0027952,0.0055412,0.0032733,0.0432725,0.0106548,0.0028423,0.0163758,0.0660652,0.0040525,0.0152084,0.0027559,0.0087407,0.0094867,0.0198866,0.0090932,0.0285566,0.0686544,0.0018751,0.0046327,0.0538544,0.131078,0.0093789,0.0118953,0.0148044,0.0207883,0.0061829,0.0232079,0.0621701,0.0295431,0.146507,0.0517745,0.0102546,0.0139995,0.0047422,0.0294049,0.0072046,0.0334011,0.0236446,0.0147957,0.0116741,0.0243178,0.0061225,0.0010402,0.0139896,0.0005115,0.0426625,0.0063203,0.0002172,0.0056746,0.0018959,0.0375298,0.0299909,0.0304928,0.0078672,0.0025874,0.0517753,0.00124,0.0151196,0.0106911,0.0106358,0,0.0111252,0.013626,0.0333656,0.0022337,0.0159989,0.012832,0.0023341,0.0074401,0.0985609,0.0702147,0.0180792,0.0155763,0.005577,0.0051828,0,0.0536687,0.0668463,0.0397661,0,0.0184567,0.0718981,0.0299725,0.0018434,0.0031779,0.0009103,0.0052756,0.0016146,0.100866,0.0002373,0.0077075,0.0154303,0.0958541,0.0143623,0.0220679,0.0046436,0.181038,0.0217436,0,0.0018656,0.0145667,0.0096683,0.0048741,0.0023862,0.0136859,0.0033371,0.0050154,7.57e-05,0.0301133,0.0147363,0.0141906,0.0026063,0.0082841,0.0129252,0.0036974,0.01867,0.0049114,0.144108,0.0338943,0.0041708,0.0233497,0.0054213,0.0047913,0.0022933,0.0044971,0.0199322,0.0031307,0.0029379,5.23e-05,0.0115652,0.0038725,0.0169518,0.0056321,0.0152037,0,0.0040949,0.002603,0.0006398,0.0226674,0.0337624,0.0008351,0.0109565,0.028356,0.0035678,0.0161591,0.0424732,0.028036,0.0049879,0.0066964,0.0058279,0.0011541,0.0042987,0.007243,0.0295037,0.0399519
"Coprococcus_catus",0,0.001867,0,0,0,0,0,0.0021584,0,0,0,0,0.0013227,0,0.0027125,0.0063567,0.0030113,0,0,0.003404,0,0,0.0032643,0.0028281,0.0066167,0.0017256,0,0.0041361,0.0005827,0,0.0031815,0,0.0020569,0.0019366,0.0029462,0.002505,0,0.004003,0.0025973,0.0037793,0,0.0036195,0,0,0,0,0.0023054,0,0,0,0,0.0023998,0,0.0084628,0,0.0016257,0,0,0.0058509,0.00471,0,0,0,0,0,0.0028189,0,0.0040527,0,0,0,0,0,0,0.0004014,0,0,0,0,0,0.0066707,0,0.0024773,0.0028964,0,0,0,0,0,0,0,0.0045034,0,0,0,0.0161955,0,0.0035639,0,0,0,0.0030145,0.0012553,0,0.0001695,0,0,0,0,0,0.0047869,0,0.0029966,0.0077868,0.0013522,0.0027717,0.0026119,0,0.0032936,0.0012165,0.0007054,0,0.000778,0,0.0030136,0,0,0,0,0,0,0,0.0007127,0,0,0,0,0,0.0008009,0,0,0.0034471,0.0004666,0,0,0.0014956,0,0,0.0033524,0,0.0007617,0,0.0002822,0.0048995,0
"Coprococcus_comes",0,0.0215644,0.0020814,0,0,0,9.1e-06,0.0042109,0,0,0.0069435,0.021029,0.016053,4.1e-06,0.0106746,0.0253507,0.0155792,0,0,0,0.0070828,0.0424258,0.0091424,0.0187894,0.0019219,0,0.0071814,0.0192459,0.020246,0,0.0244113,0,0.0073174,0.0136158,0.0119742,0.0192738,0.0418088,0.0144338,0.0105522,0.0130144,0.0659707,0.0096701,0,0,0,0.0003707,0.00701,0,0,0,0.0319018,0,0,0.0084962,0,0.0044717,0,2.4e-06,0.0104031,0.0052344,0,0,0.0403019,0.130869,0,0.0156767,0.0051334,0.0002041,0,0,0.0254959,0,0,0.0036435,0.0052365,0,0,0,0,0,0.0244468,0,0.0066564,0.0399966,0,0,0,0,0,3.86e-05,0.001992,0.022855,0.0277225,0,0.0188033,0.0448444,0.0529507,0.0150532,0,0,0,0.0020619,0.0162904,0.0166961,0.0058138,0,0.0087527,7.3e-06,0,0,0.0084321,0,0.0184236,0.0198157,0.0179209,0.0197767,0.007084,2.6e-06,0.0153967,1.2e-06,0.005525,0,0.0097905,0,0.0029361,0,0.0277098,7e-06,0,0,0,7e-07,3.8e-06,2.4e-06,0,0,1e-06,0,0.0119362,0,0,0.012016,0,0.0085871,0,0.012286,0.0057009,0,0,0,0.0089122,0,0.0020385,0.009283,0.0280614
"Coprococcus_sp_ART55_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066697,0,0,0,0,0,0,0.0750447,0,0.0639737,0,0,0,0,0.0560552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077363,0,0,0.0211898,0,0.0124023,0,0,0,0.0145936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054605,0,0,0,0.0286459,0,0,0,0,0,0,0
"Dorea_formicigenerans",0.0018759,0.0043679,0,0.001145,0,0,0,0,0.0081386,0,0.0073512,0.0002428,0,1e-06,0.0023995,0.0151721,0.0092839,0,0.0333554,0.0060491,0.0437355,0,0.009128,0.0054004,0.0064992,0.0195876,0.010243,0.0343118,0.0074139,0.0053095,0.0068364,0.0087938,0.0090583,0.0100275,0.0024695,0.0060145,0.0087382,0.0107368,0.0097079,0.0050134,0.0109181,0.0050417,0,0,0,0.0180051,0.0146321,0,0,0,0,0.0018348,0,0.0230733,0,0.0044153,0,0.0154599,0.0036166,0.0066883,0,0,0,0.0203943,0,0.0024639,0.0037483,0.0129616,0,0,0.0024382,0,0,0.002127,0.0097609,0,0.0057795,0,0,0,0.0081178,0,0.0086642,0.0006026,0,0,0,0,0,0,0.0099226,0.0028105,0.0213523,0,0.0413805,0.0052991,0,0.0055878,0,0,0,0.0070849,0,0,0.0036878,0.0083597,0.0043497,0,0,0,0.0032882,0,0.0101606,0.004561,0.0128224,0.0062188,0.0030832,1e-06,0.0015134,0.0021647,0.0072341,0.0018864,0.004044,0.0190166,0,0.0012188,0,5.3e-06,0,0,0,0,5.85e-05,0,0,0,0,0,0.0064025,0,0.0160742,0.0021446,0.0203563,0.0037017,0,0.0028323,0,0.0058018,0.0205214,0,0.0059177,0,0.0052713,0.0144578,0
"Dorea_longicatena",0,0.0189101,0.0166713,0.0339561,0.0430486,0,9.7e-06,1.39e-05,0.0291235,1.92e-05,5.5e-06,0,0.0124028,0.0598676,0,0.0536637,0.0068677,0.057399,0.0529186,0.0248686,0.016136,4.8e-06,0.0126371,0.0138456,0.0201951,0.0080142,0.00387,0.0206139,0.0323639,0.0369453,0.0170166,0,0.0005511,0.0269225,0.0117067,0.0049175,0.0387024,0.0334178,0.0163996,0.0189704,0.0117063,0.0168849,0.0088741,5.6e-06,0,1.4e-05,0.0357656,0,1.99e-05,0,0.0137975,0.0290784,0,0.0031204,0,2.43e-05,4.63e-05,0.0651854,0.0215353,0.0082866,0,0.098996,0,1.33e-05,0,0.0180089,0.0052701,0.0122301,0,0,0.120573,0,0,0.0014405,0.0131919,0,1.16e-05,0,0,0,0.0199157,0,0.0159408,2.46e-05,0,0,0,0,0,6.22e-05,0.078419,0.0496353,0.202399,0,0.0255788,0.0031979,0.0125299,0.0099839,0,0,0,0.0142855,0.0027916,0.0199627,0.0083734,0.0173871,1.17e-05,2.45e-05,1.32e-05,1.79e-05,0.0127695,0,0.073265,0.0123792,0.0056267,0.0165712,0.0015627,2.17e-05,0.0213552,0,0.011489,0.0066356,0.006717,0.015765,8.6e-06,7.6e-06,0.058005,0.0024475,2.8e-06,3.4e-06,2.9e-06,3.6e-06,0.002394,7e-07,0,0,1.4e-05,1.11e-05,0.0276299,0,0,0.0005315,0.0043498,0.0011451,0,0,0,0.0022792,0.0053708,0,0.004046,0,0.0042815,0.012468,0.0030508
"Dorea_unclassified",0,0,0,0,0,0.0003346,3.92e-05,8.04e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,1.65e-05,0,4.22e-05,0,0,0.0006812,0,0,0,0.0001992,0,0,0,8.5e-06,0,0.0136454,0,0,0,0,0,0,0.0013196,0,0,4.71e-05,0,0,0,0,0,0,0,0,0,0,0,0.0004715,0,0.0001432,0.000443,0,3.24e-05,0,0,0,0.0003095,0,0.0105989,0,0,0,0,0.0013543,0,0,0,0,0,0,0,0,0,0,7.23e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0011576,0,0,0.0012607,0,0.0001028,5.6e-06,0.0002047,0.0005749,0,0,1.6e-05,1.76e-05,8.03e-05,0,0,0,0,0,0,0.0001574,0,0.0001363,0,0,3.19e-05,0,0.0001049,0,0,0
"Lachnospiraceae_bacterium_1_1_57FAA",0.0003788,9.16e-05,0.0201176,0,0,0,1.36e-05,0.005863,0,0.0082076,0.0008433,0.138772,0,0.0203305,0,0,0.0032504,3.48e-05,0,0,0.0505168,0,0.0008407,0.003255,0,0,0,0,0.0008405,0,0,0,0.0001807,0.000386,0,0,0.0100498,0.034028,0.000549,0.0004175,0,0,0.0001091,0.0042312,0,0,0.0001472,0,0.0003702,0,0,0.0487958,0,0.0009436,0,0.119775,0,0.0090148,0.0036018,0.0001567,0,0.0030015,0,0.0048607,0.0024753,0,0.0034182,0.0002248,0,0.0040576,0.0041868,0,0.0027852,0,0.001282,0,0,0,0,0,0.0105064,0.0079897,0,6.07e-05,0.0002354,0,0.0008595,0,0,0.0001974,0,0.0049514,0,0,0,0,0,0,0,7.62e-05,0.001444,0,0,0.0006446,0.0005354,0.217233,0.0005271,1.47e-05,0.0001709,0.0893387,0.0004846,2.48e-05,0,0,0.0001206,0,0,0,0,0.0129886,0,0.0199444,4.82e-05,0,0,0,0,0.0001211,9.6e-06,0.0079685,0.0004037,0,0.0001065,0.0133228,0,0.0010063,0,0,0.0005383,0,0,0.0166066,0,0,0,0.0008847,0,0,0.0017284,0,0,0.0007466,0,0,0.0018675
"Lachnospiraceae_bacterium_1_4_56FAA",0.0146055,0.0004812,6.26e-05,0.0002507,0.0050272,0,0,0.0026777,0.0038749,0.0088918,0.0006453,0.0008026,0.0008421,0.0005899,0.0003257,0,0.0050258,0.0026034,0.0101026,0.0037674,0,0.0001914,0,0.0008126,0,0.0024256,0,0.0013084,0,0.0005014,0,0,0,0,0.000122,0,0.0005939,0,0.0003558,0,0.0114885,0,0,2.2e-06,0,0,0,0,0,0,0,0.0007377,0,0.0022385,0,0.0060178,0,0.0136247,0.0002292,3.49e-05,0,0.0055401,0,0,0.0017042,0,0.0004222,0,0,0.0077767,0.0039821,0,0.0021198,0.0012883,0.0005052,0,0.0016451,0.0044992,0.0042023,0,0.0005642,0,0.0012045,0.0002722,0,0,0,0,0.0049091,0,0,0.0001151,0.0003918,0,0.0046282,0,0,0,0,0.0007441,0,0,0.0003347,0.0002619,0.000284,0.0023348,0.000136,0,0,0.0017217,4.76e-05,0,0,0,0.0017362,0,0,0.0158927,0.0018465,7.75e-05,0,0,0.0006291,0.004694,0,0,0.0012869,0,0,0,0,0,3.21e-05,0.0012628,0,0,0.0026284,0,0.0004855,0.0001532,0,0.0001621,0.0004751,0.0003889,0,0,0,0.0002122,0,0,0,0,0.0001174,0.0027186,0.0015649
"Lachnospiraceae_bacterium_2_1_58FAA",2.34e-05,0.0003049,1.33e-05,0,7.88e-05,0.0141434,0,0.0054765,0,0.003573,0,0.0004356,5.72e-05,5.6e-06,0,0,0,0.0007078,0.0006162,0.0036669,0.0001116,0.0005702,0.0008259,0.0010103,0.0001667,0,0.0018663,0.0004953,3.59e-05,0.0010007,0,0.0099955,0,0.0005446,0.0020142,0,0.003991,0.0001674,0.0051399,6.3e-05,0,0,0.0001139,8.07e-05,0,0,0.0008801,0,0,4.2e-06,0,4.78e-05,2.15e-05,0,0.0023288,7.02e-05,2.32e-05,1.04e-05,0.0002054,3.26e-05,0,5.61e-05,0.0123356,0.0116239,0.0022099,0,0,0,0,0,0,0,0,0,0.0010046,0,0.0004648,3.29e-05,0.0098183,0,0,0.0004541,0.0009553,3.18e-05,0,0.0123713,1.09e-05,0,0.000291,0.017032,8.05e-05,0,0.0001364,0.0137951,1.07e-05,0.0008273,0,0,0,0.0002729,0,0,0,0,6.8e-06,0.0028664,0,0,0.0171574,1.77e-05,9.07e-05,0,0.0001199,2.39e-05,0,5.75e-05,2.09e-05,0.0192261,2.49e-05,0,0,0.000107,0.0007309,0,0.0004149,0,0,3.18e-05,0,2.2e-06,0,0,2.6e-06,0.0026433,0,0.0074283,0,7.6e-06,0,0.015559,0.0002142,0.0001354,0,0,0,0.0002793,9.56e-05,0,0,0,0,0.0002834,9e-05,0,0.0097881
"Lachnospiraceae_bacterium_3_1_46FAA",0,7.4e-06,0.0004446,2.29e-05,0.0001245,0,0,1.53e-05,0.0019072,0.0185128,0,0.003861,0.000464,0.0029353,0.0015331,0.0056677,0.0003465,0,0.0031721,0.0025356,0.008869,1.59e-05,0.0021427,0.0030646,4.24e-05,0.0002479,0.0023649,0.0005101,0.0035804,8.5e-05,0.0087076,0,0.0013399,3.6e-06,0.0007066,7.11e-05,0.0258923,0.0007077,1.31e-05,0.0016311,4.82e-05,0.0025684,0,0.0026216,0,0,0.012563,0,0,0,0.001378,9.23e-05,0,0,0,0.0065152,0,0.006483,0.0005934,0.0001043,0,0,0,0.0038171,2.1e-06,0.0004814,0.0019775,6.52e-05,0,0,0.0193273,0,0.002988,0.0014335,0.0005927,0,0.0018142,0,0.0001255,0,0.0016801,0.0031479,0.0019921,0,0.0038364,0,0,0,0.0005609,0,0.0051745,0.0010388,0.0134883,0.0072095,0.0023451,0.0028833,5.64e-05,0.0031577,0,0,0,0.0003571,0.0064732,0.0004204,0.0032648,6.09e-05,0.0014213,7.4e-06,0,0.0001032,0.000843,0,0,0.0008104,0.0015134,0,0.0014132,0.001761,0.0029228,0.0008023,3.14e-05,0.0008598,0.0025731,0,0.0012432,0.0035779,0,0,0,2.1e-06,0,0,0.0009337,0.0011466,0,0,0.0002082,0,0.0034113,0,2.12e-05,0.0066471,9.2e-05,7.3e-06,0,0.0011242,0,0.0017694,0.0018675,0,0,0,9.8e-05,0.0056743,0
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",0.0010587,0,0,0,0,0,0,5.62e-05,0,0,0,0.0006955,9.45e-05,0.0008468,0,0.000296,0.000463,0,0,0,0,0,2.38e-05,0,0.0005223,0.000772,0.0012847,0.0001656,5.77e-05,0.0002543,2.48e-05,0,0.0001209,0,0,0.0001908,0,0,7.29e-05,7.1e-06,0.0001901,0,0,0.0205534,0,0,0,0,0,0,0,0.0005382,0,1.77e-05,0,0.0001129,0,0,0.0001906,2.72e-05,0,0.0001484,0.0005629,0.0005301,0.0001148,3.79e-05,0.0003514,0.000162,0,0,0,0,0.0006667,0.0005917,0,0,0,0,0,0,0.0002272,0,0.0006185,0.0029772,0,0,0,0,0,0,0,0.0001506,0,0,0,0,0.0217205,0.0027459,0,0,0,0,0,0.0001168,0.0001398,0,0,0,0,0,2.72e-05,0,0,0,0.0002276,0,0.0003867,0.0002139,0.000164,2.67e-05,0,0,0,0,0,8.56e-05,0.0002466,0,0,0,0,0,0,0.0001976,0.0002179,0,0.0014584,0,0.0003306,6.17e-05,0,0,0,5.19e-05,0,0.0020305,0.0018462,3.15e-05,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_4_1_37FAA",0.0005018,0,0,0.001859,0,1.52e-05,7e-07,0.0003958,1.74e-05,7.06e-05,0,0,2.02e-05,0.0002167,0,0,0.0004764,8.36e-05,0,0,0,0,0,0,0,0,3.79e-05,0,0,3.1e-06,0,0,0,0,0,0,0,0,0,0,7.9e-06,0,0,0,0,2.55e-05,0,0,0,3e-06,0,0,0.0003419,0,0,2.9e-06,0.0023968,1.8e-06,0,0,0,0.0001209,2.4e-06,0,0.0002189,0,0,0,0,0.0002687,0.0001897,0,9.87e-05,0,0,0,0.0022189,4.21e-05,0.0051783,0,0,0.0001695,0,0,0,0,8e-06,0,0.0002905,0,0,0,0,0,0,0,1.24e-05,0,0,0.0001646,0.0006028,0,0,0,0,0,0,0,6.1e-06,0.0015616,0,0,0,0,0,0,0,1.09e-05,2.6e-05,0,0,0,0,0,5e-06,0,8.3e-06,0,0,0.0061134,0,2.6e-06,2.05e-05,1.72e-05,0,0.000832,0.0013111,0.0009664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000871,0,0,5.9e-06
"Lachnospiraceae_bacterium_5_1_57FAA",0.0010717,0,0.0001261,0.0003524,0.0041394,0,0,6.91e-05,0.0001787,0.0153932,0,2.69e-05,0,0.001327,4.06e-05,3.31e-05,0,0.0007134,0,8.5e-05,0.0001487,0,0,0,0,0.0006175,0.0001307,0.000811,0,0.0001588,2.03e-05,0.0011031,0,0,0,0,5.67e-05,2.95e-05,8.4e-06,0,0.0016737,0,0.0040026,0.0213042,0,0.0228484,0,0,0,0,0,0,0.0043851,3.15e-05,0,0,0,0.001062,1.75e-05,0.0005933,0,0,0.0153335,6.52e-05,0.0006313,3.13e-05,0,0,0,0.0216876,0.001776,0.0027679,8.71e-05,0,9.5e-06,0,0.0004061,0,0.001227,0,0,0.0133002,7.81e-05,5.02e-05,0.0027228,0,0,0,0,0,0,0,0,0.026436,0.002791,0,0.0061701,0,0,0.0017317,0.0007179,0,0,0.0002239,0,0,5.45e-05,0,0,6.53e-05,0,0,0,0,0,0,0,0.0009298,3e-06,0.000363,0,0,0,0,7.13e-05,7.4e-06,7.86e-05,0,0,0,0,0.000131,0,0.0008055,0,0.0023028,0.0010719,0,0,0,0.0002142,0,1.79e-05,0.0007529,0,0,0.0022152,0,0,0,0,0.0102534,0,0,0
